StepTimes10,Avg,Stdev,Stderr
0,-113.131570415,6.55244482614,2.93034241001
1,-129.920593478,15.9806673091,7.14677168578
2,-122.862091101,15.3600405695,6.8692189701
3,-114.217914837,7.30007249284,3.26469166693
4,-139.934074984,15.7337492475,7.03634657168
5,-121.869099602,7.73268009814,3.45815966954
6,-116.341619209,5.30900578586,2.37425956602
7,-136.746173609,23.5147614704,10.5161210245
8,-116.195934434,4.55877693753,2.03874702531
9,-118.451546754,5.17808572804,2.31571033624
